id,description,cluster,main_topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
116,"Rockpile t-shirt - Beauty and bouldering are stacked together with the Rockpile T-Shirt, featuring original artwork by Elissa Pfost. Printed on 100% ringspun organic cotton using PVC- and phthalate-free inks, the shirt has taped shoulder seams that won't chafe under a pack. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(199 g 6.9 oz)<br><br>Made in USA.",5,2,0.3163653943714089,0.6344396121416128,-0.04390491856243503,-0.19262165280754442,-0.00015017851001794294,0.07345725899124762,-0.05080967363632272,0.0025814768622154784,-0.02728469323703164,-0.035584657006216824
117,"Runshade top - From the trailhead at dawn through sunset on Imogene Pass, our Runshade keeps you comfortable on high-mileage days. The top is made from lightweight, breathable 100% polyester jersey (now more durable) that wicks moisture, provides 30-UPF sun protection, and dries quickly. The stand-up mini-mock neck has an improved zipper and is now taller for additional sun protection, but still opens deep for high-output ventilation. We've removed the pocket for a more pared-down top, and the new raglan sleeves and side panels reduce seam chafing from your hydration pack straps. Reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Moisture-wicking, Runshade fabric throughout is super soft and provides 30-UPF sun protection""</li> <li>""2"""" collar band offers great neck protection from the sun with minimal bulk""</li> <li>Deep center-front zipper is clean-finished for next-to-skin comfort</li> <li>Raglan sleeves and side panels keep seams out of the way of pack straps</li> <li>Reflective heat-transfer logo</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(158 g 5.5 oz)<br><br>Made in Vietnam.",0,9,0.3153980580676584,-0.11867650620637216,0.16391816696974862,-0.0556520444654792,-0.22741484517777444,0.11296872656246733,-0.002901279050389669,0.07868432538494465,0.3317463684552407,0.21239656268735796
118,"Shop pants - reg - More at home under the truck than inside it, our Shop Pants are made from garment-washed 10-oz 100% organic cotton canvas that's tool-resistant yet breaks in easily. They have a shaped waist, jeans-style pocketing, steel rivets, double-fabric knees and reinforced ""mud flaps"" above the cuffs. Inseams (size 32): regular is 32"";  short is 30"" and long 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Made from 10-oz year-round weight organic cotton canvas for a tough, yet skin-friendly feel""</li> <li>Waistband slightly lower in front for fit and mobility</li> <li>Zip fly with button closure</li> <li>5-pocket jeans styling</li> <li>Patch pockets on back</li> <li>Double-fabric knees; straight legs</li> <li>""Inseam length is 32""""""</li></ul><br><br><b>Fabric: </b>10-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>595 g (21 oz)<br><br>Made in Thailand.",1,4,0.3124230089773308,0.0489134957362434,-0.17301773768800247,0.40394997079673034,0.060090753792301256,-0.18686674858059696,-0.15735937789042592,-0.0074163245826604,-0.08681098367333082,-0.008674106600753878
119,"Shop pants - short - More at home under the truck than inside it, our Shop Pants are made from garment-washed 10-oz 100% organic cotton canvas that's tool-resistant yet breaks in easily. They have a shaped waist, jeans-style pocketing, steel rivets, double-fabric knees and reinforced ""mud flaps"" above the cuffs. Inseams (size 32): regular is 32"";  short is 30"" and long 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Made from 10-oz year-round weight organic cotton canvas for a tough, yet skin-friendly feel""</li> <li>Waistband slightly lower in front for fit and mobility</li> <li>Zip fly with button closure</li> <li>5-pocket jeans styling</li> <li>Patch pockets on back</li> <li>Double-fabric knees; straight legs</li> <li>""Inseam length is 30""""""</li></ul><br><br><b>Fabric: </b>10-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>538 g (19 oz)<br><br>Made in Thailand.",1,4,0.3187956724159585,0.047345037471658295,-0.17614729123276043,0.41150587990356285,0.057860435639117136,-0.1764338458939879,-0.16396535505879148,-0.007302958911809645,-0.087828505111864,-0.011251030317591336
120,"Simple guide jkt - Skin-in by headlamp, summit by noon, finish with some late-day cragging - our newest and lightest stretch-woven soft-shell jacket breathes, protects, and keeps pace throughout. The highly breathable and wind-resistant double-weave blend of 91% all-recycled polyester/9% spandex, with a Deluge DWR (durable water repellent) finish, moves with you, moves moisture, and stays as durable as you are. Details: microfleece-lined neck and wind flap, zippered left-chest and handwarmer pockets, elasticized cuffs and a drawcord hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Highly breathable and wind-resistant stretch-woven soft-shell fabric with Deluge DWR (durable water repellent) finish</li> <li>Microfleece-lined neck and wind flap for next-to-skin comfort</li> <li>Zippered exterior left-chest pocket</li> <li>Zippered handwarmer pockets</li> <li>Elasticized cuffs</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>6.2-oz 91% all-recycled polyester/9% spandex double weave with Deluge DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(383 g 13.3 oz)<br><br>Made in Thailand.",1,1,0.41348844619193087,-0.21881805846037777,-0.15838612967892646,-0.18712963995848733,0.060816642273433606,-0.11292830181582185,0.06457507277523081,-0.15518194937417623,0.06057814985749181,0.02596524118682851
121,"Soaring jkt - Made for aerial pursuits, the Soaring Jacket combines spring-weight utility with a gonzo, sky's-the-limit approach. It's made from lightweight 100% organic cotton ripstop, with a handsome stand-up collar and buttoned placket that hides the full zip. Two drop-in button-through cargo chest pockets and two roomy handwarmer pockets provide ample stash space, and the internal pocket bears signature soaring bird art by Jason Stowell. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight 100% organic cotton ripstop</li> <li>""Stand-up collar, buttoned placket""</li> <li>Full zip</li> <li>Two drop-in button-through cargo chest pockets</li> <li>Two roomy handwarmer pockets</li> <li>Internal drop-in pocket has screen print of soaring bird art by Jason Stowell</li></ul><br><br><b>Fabric: </b>5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(542 g 18.8 oz)<br><br>Made in Thailand.",1,1,0.22279208723133018,0.03791688451748257,-0.11720299763116206,0.09198758372169627,-0.016390113813043297,-0.146819545427078,-0.07613155784425762,0.048634011274821365,0.03207482242137251,0.04763546997343019
122,"Sonar so no t-shirt - Ear-splitting sonar threatens the survival of whales and dolphins that rely on sound to maintain their way of life. The Sonar So No T-Shirt features the humorous artwork of Jason Stowell, and carries an inside message about the importance of declaring vital marine habitats off-limits to intensive sonar training (go to nrdc.org for more info). Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA.",-1,2,0.14631349099877067,0.265868372998968,-0.025231796667481186,-0.09523743522854132,0.010219707047141629,0.029815860716630057,-0.023745243126278702,0.0029028208721185956,-0.007492845979346019,-0.013681210795206565
123,"Special edition pataloha shirt - This year's Special Edition Pataloha shirt artfully depicts surf and climbing spots around the globe. Made with coconut buttons and a beautiful but pragmatic machine-washable blend of 55% organic cotton and 45% Tencel, this limited-run classic drapes smoothly and screams ""Mahalo."" Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Machine-washable blend of organic cotton and Tencel drapes smoothly</li> <li>Coconut buttons</li></ul><br><br><b>Fabric: </b>3-oz 55% organic cotton/45% Tencel. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(216 g 7.5 oz)<br><br>Made in Thailand.",-1,4,0.12387169005313123,0.13730298298541224,-0.021325065707515047,0.17360627573303875,0.016898746784156662,-0.10729116474479192,0.09501575694251796,-0.008314715472080866,0.06875569772527104,0.06177703180915759
124,"Squid t-shirt - Artist Tim Tompkinson's original work renders the Squid T-Shirt into a coat of arms. Printed on ringspun organic cotton (100%), the lightweight shirt is printed with PVC- and phthalate-free inks that are less harmful to the environment. Taped shoulder seams provide a no-chafe fit. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA.",5,2,0.3145351049054767,0.6276512205509399,-0.04938259425487507,-0.19783490684572969,-0.0022035832742196755,0.07913654822759451,-0.047473837586882346,-0.008475871984436204,-0.023054138415973067,-0.043444441364996866
125,"S/s island hopper shirt - Serene in the face of serious heat and always up for a cleansing dunk in the hotel sink, an Island Hopper is traveler's manna. Its ultralight blend of moisture-wicking 65% all-recycled polyester and 35% organic cotton ventilates well; the light colors reflect the sun; and the oversized drop-in chest pockets (sized for a fly box, passport or both) have mesh vents to take in whatever breeze comes your way.<br><br><b>Details:</b><ul> <li>""Light, quick-drying recycled polyester and organic cotton plain weave blend""</li> <li>Easy access to drop-in passport-sized chest pockets through front mesh vents (for maximizing airflow)</li> <li>Placket streamlined to wear evenly with the rest of the garment</li> <li>Coconut buttons</li></ul><br><br><b>Fabric: </b>2.9-oz 65% all-recycled polyester/35% organic cotton plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(204 g 7.1 oz)<br><br>Made in Thailand.",-1,1,0.2370115378897432,0.04493030526158664,-0.030835222435562647,0.12516797781967665,-0.05514639761800921,-0.10297142862397554,0.06513591434766047,0.1142493005092622,0.11768627959708378,0.07031647832336353
126,"S/s pragmatist shirt - Like a spare roll of duct tape, the Pragmatist shirt works wonders in a pinch. Lightweight organic cotton and polyester (70%/30%) in a crisp woven construction is soft, cleanly styled and acutely wrinkle-resistant. With a shirttail hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Organic cotton/polyester plain weave fabric is lightweight, soft and has wrinkle resistance""</li> <li>Shirttail hem</li> <li>Single chest patch pocket</li></ul><br><br><b>Fabric: </b>3.7-oz 70% organic cotton/30% polyester plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(187 g 6.5 oz)<br><br>Made in Thailand.",-1,1,0.2308064616346761,0.15580718984006428,-0.06357133229456721,0.13259919696742006,-0.018107559774346013,-0.12435256059317316,0.03746906171257378,0.030994307681897395,0.09385431904644398,0.04283234693981225
127,"S/s puckerware shirt - In humidity that makes other shirts wilt, the Puckerware Shirt's textured 65% polyester and 35% organic cotton yarn-dyed seersucker blend stays loose, dry and comfortable. Its crinkled weave sits just off the skin, allowing air to circulate and sweat to dissipate. It also resists wrinkling, washes easily, and dries in a flash. With a button-through chest pocket, side vents and a straight hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight breathable all-recycled polyester and organic cotton blend dries in a flash and won't stick to skin</li> <li>Button-through chest pocket</li> <li>Straight hem with side vents</li></ul><br><br><b>Fabric: </b>3.4-oz 65% all-recycled polyester/35% organic cotton yarn-dyed seersucker. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(193 g 6.7 oz)<br><br>Made in Thailand.",1,1,0.2580575835608481,0.12140051518960535,0.01420869718665098,0.1237978749654224,0.022829879318768915,-0.0977638059197255,0.023650690794108056,0.028433555728948907,0.09847507001657123,0.05273724388378203
128,"S/s stretch t - Ready for the full-body workout of an Eldorado Canyon lead, then quick-to-dry afterwards. Our Stretch Tees have a soft, yet technical plaited fabric blend of 55% organic cotton on the exterior with 35% polyester/10% spandex inside to wick moisture. The fit is slim and athletic with a Patagonia graphic screen-printed on the chest. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Plaited fabric has soft cotton exterior with polyester on the inside to wick moisture away from skin</li> <li>Crewneck</li> <li>Graphic screen-print on chest</li></ul><br><br><b>Fabric: </b>5.7-oz 55% organic cotton/35% polyester/10% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(181 g 6.3 oz)<br><br>Made in Thailand.",5,1,0.30401022025012814,0.15809937912923633,0.039280892700390826,0.09345551367296842,-0.010346771674954144,-0.0757087510663273,0.1478952897868679,-0.03050064257169987,0.05416483857700127,0.07676274271539202
129,"Sst jkt - Bristol Bay, Tierra del Fuego, the Russian Arctic - they all share three things: good fishing, bad weather and a whole lot of SST Jackets. Since its introduction, the venerable SST has continually set the standard for on-the-water weather protection. Today's version features our latest advances in shell design and technology, along with a host of new, angler-friendly details. Now made from our new 3-layer recyclable nylon ripstop waterproof/breathable fabric, the new SST is durable, extremely light, and better yet, fully recyclable. There's also a new integrated hood with single-pull adjustment and waterproof, corrosion-resistant Aquazip main and hand pocket zippers. The now-classic large, gusseted chest pockets are waterproof and set high for deep wading. Streamlined cuffs lie flat, resist line snagging and seal out water. More details: Large back pocket and hidden rod holder. Medium length (2 inches longer than the Deep Wading Jacket). Recyclable through our Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Light, highly breathable and durable 3-layer recyclable nylon double ripstop fabric with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish; integrated hood with single-pull adjustment""</li> <li>""Waterproof, corrosion resistant ririAQUAzip main and handwarmer pocket zippers; reversed StretchCoat cuff fabric""</li> <li>""Large gusseted chest pockets are waterproof (set high for wading, with inside tippet pockets, large back pocket)""</li> <li>""Two Beastie D-rings on front, one on back""</li> <li>Hidden rod holder</li> <li>Y-Joint sleeves and anatomically curved elbows</li> <li>All seams are sealed</li></ul><br><br><b>Fabric: </b>""3-layer, recyclable 100% nylon double ripstop fabric with a waterproof/breathable H2No barrier and a Deluge DWR finish. Cuffs: Reverse StretchCoat. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(462 g 16.03 oz)<br><br>Made in Vietnam.",1,1,0.29602613912371817,-0.1755990267656775,-0.14636572373544132,-0.16538873219326006,0.05527603995275899,-0.12362912926653762,-0.0362653378197399,-0.11219350445131615,0.05191129302204196,0.05435838899124351
130,"Stormfront duffel 100 - Designed to haul the goods, protect them and keep them dry, the Stormfront Duffel 100 is built with the most abrasion-resistant materials available and guaranteed waterproof to depths of 6 feet. Welded seams and a waterproof zipper keep water out, while TPU coatings and double-layer construction ensure durability during years of hardcore use. The duffel features top-load access for easy packing and keeps you organized with an external zip pocket and an internal mesh pocket for smaller essentials. The grab-and-toss haul handles and shoulder strap make life easier as do the removable compression straps that reverse for hauling.<br><br><b>Details:</b><ul> <li>Top load access for easy packing; external organizer zip pocket is great for quick-grab items</li> <li>Internal mesh pocket organizes the finer essentials</li> <li>Welded seams and waterproof zipper keep water out</li> <li>Grab and toss haul handles</li> <li>""Removable compression straps protect zipper, reverse for hauling and can be used for attaching larger items""</li> <li>Removable shoulder straps for comfortable long-haul carry</li> <li>Made with the most waterproof materials available with TPU coatings and double-layer construction for guaranteed durability during years of hardcore use</li></ul><br><br><b>Fabric: </b>1200-denier 100% all-recycled polyester with polyurethane coating/1000-denier polyester TPU laminate<br><br><b>Weight: </b>(1327 g 46 oz)<br><br>Made in China.",2,8,0.2164020000990689,-0.09599336279282494,-0.09277884948178858,-0.12298546496717755,0.04938200353098697,-0.0559745872734914,0.0410406610145636,0.2666009198182191,-0.0432720926729558,0.013340019134820554
131,"Stormfront pack - Wade a little too deep? Take one over the bow? Twelve hours of horizontal downpour? No problema. Whatever you need to keep dry, is. As long as it's safely inside the Stormfront Pack. This ultra-simple waterproof pack is now made with an even tougher, 840-denier double polyurethane-coated nylon fabric and features a revolutionary easy-to-use waterproof zipper and internal, custom-fit padded gear case with hook-and-loop dividers. It's comfortably supported by a removable shoulder-strap harness and 3D spacer-mesh back panel. Take the harness off and you have the perfect dry boat bag. An glued in zippered mesh pocket keeps valuables organized and extra dry, while the external mesh pocket holds your hydration reservoir. The harness system includes tool attachment and storage capabilities plus, as an added bonus, it's compatible with the vest portion of our Pack Vest.<br><br><b>Details:</b><ul> <li>Waterproof/corrosion-proof main zipper; zipper relocated to create a panel opening; waterproof welded pod</li> <li>Internal custom-fit padded gear case has hook-and-loop dividers</li> <li>Detachable harness transforms Stormfront Pack into a drybag</li> <li>Stormfront pack harness has some crossover functionality with our Pack Vest</li> <li>External mesh hydration reservoir pocket</li> <li>Internal zippered mesh pocket</li> <li>""3-D spacer-mesh back panel wicks moisture, dries quickly and allows air circulation""</li></ul><br><br><b>Fabric: </b>840-denier nylon double-coat with a polyurethane film. Padded gear case: 200-denier polyester. Harness pack: 3D spacer mesh<br><br><b>Weight: </b>(1125 g 39 oz)<br><br>Made in China.",2,8,0.22911169084872188,-0.12726698424415336,-0.08229569742949108,-0.13597704071923847,0.043745830483351726,-0.019899726500782488,0.06881641549669557,0.2779651223758132,-0.009976859680340122,-0.016294724277833617
132,"Stretch polo - Core to the nomadic lifestyle, our Stretch Polo is stuffable, sink-washable and quick-drying. Throw this polo shirt in a duffel, wear it at the crag or pair it with khakis for dinner. The plaited fabric combination of 55% organic cotton/35% polyester/10% spandex has a soft, indulgent exterior with a moisture-managing interior that keeps you dry. The supple collar protects your neck from determined gearslings. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Plaited fabric has a soft cotton exterior with polyester on the inside to wick moisture away from skin</li></ul><br><br><b>Fabric: </b>5.7-oz 55% organic cotton/35% polyester/10% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(199 g 6.9 oz)<br><br>Made in Thailand.",5,1,0.26389211994485023,0.07811880566361143,0.06317018179485495,0.1337879251646014,0.005531736733101787,-0.12257712228965319,0.14467097396111037,0.005738312675877497,0.08338637912469524,0.05252015833245449
133,"Stretch wading belt - This is the belt that comes with all Patagonia Waders, made from 1 1/2"""" wide elasticized polyester, and now featuring the low-profile Duraflex Stealth-V buckle for quick release, smooth function and easy adjustment. This belt accommodates multiple tool holsters and works on any waders. The Patagonia label also doubles as an accessory loop.<br><br><b>Details:</b><ul> <li>""1 1/2"""" wide polyester elastic""</li> <li>""Quick-release DuraFlex Stealth-V buckle provides smooth function and an easy, adjustable fit""</li> <li>Patagonia label doubles as an accessory loop</li></ul><br><br><b>Fabric: </b>100% stretch polyester<br><br><b>Weight: </b>(80 g 2.8 oz)<br><br>Made in China.",2,1,0.17890346564907558,-0.0515538172968813,-0.030099122097250446,-0.023439481365055928,0.02082945589501062,0.03932029833959894,0.03350158211224014,0.03153048838764173,-0.070129661214051,0.004271650359423202
134,"Sub divider - Just as tough and water resistant as the Great Divider, the Sub is a compact, soft-sided boat chest that protects, hauls and organizes vital gear. Reels, fly boxes, phone, flares or lunch all reside safely within its protective custody when water-borne chaos rains down. Made from 840-denier double-polyurethane-coated nylon and patented molded top and bottom pans for waterproof protection even in standing water (up to the zipper). Welded seams eliminate leakage. Shock-absorbing high-density foam gives the bag shape. Inside, an adjustable foam divider, floating transparent panel and removable end pocket provide flexible organization. Access is through a highly water-resistant zipper with t-grip. Single, adjustable, removable, padded shoulder strap makes hauling easy. Insides can be removed and bag can be packed flat inside your luggage, then easily assembled when you reach your destination.<br><br><b>Details:</b><ul> <li>""Durable, waterproof, coated nylon exterior repels water; pliable, resilient high-density foam main compartment gives bag shape and protects contents""</li> <li>Patented molded top and bottom pan repels standing water and grips slippery surfaces; transparent floating interior panel (on the inside lid) has zippered pockets on both sides</li> <li>Foam divider (with hook-and-loop attachments) can be arranged in any configuration</li> <li>""One interior, zippered, transparent, removable end pocket""</li> <li>Strap attachments and seams are welded to eliminate leakage</li> <li>Highly water-resistant zipper with t-grip</li> <li>""Single, adjustable, removable, padded shoulder strap""</li></ul><br><br><b>Fabric: </b>""Body: 840-denier nylon double-coat with polyurethane coating. Top and bottom: Patented, molded, one piece TPU""<br><br><b>Weight: </b>(1324 g 45.9 oz)<br><br>Made in China.",-1,8,0.21669283820252352,-0.1160676536140998,-0.0957488744904854,-0.14083003873428704,0.038695752453166844,-0.01590509707168228,0.0969751110630238,0.24579849700609016,-0.02840275658606461,-0.021585253899167038
135,"Surf brim - Whether you're paddling back out or waiting on the next set, our Surf Brim keeps your cranium cool and your eyes shaded. It is a quick-drying, secure hat with full-coverage protection. The 360-degree floatable foam brim shades vulnerable skin and allows clean duck dives; the dark underside reduces glare. Fast-drying 100% nylon with a DWR (durable water repellent) finish and two drain holes shed water. Stay-put details include a soft neoprene headband, a tuck-away chin strap and an adjustable rear buckle.<br><br><b>Details:</b><ul> <li>""Made from soft, fast-drying, easy-care nylon; sun-blocking foam brim holds its shape""</li> <li>Stiffer brim in front where you need it; still allows for clean duck dives</li> <li>Neoprene headband provides a secure fit; soft neoprene chin strap tucks away when not in use</li> <li>Dark underbill reduces glare; two vent/drain holes reduce water and heat build-up</li> <li>Adjustable rear buckle with elastic for snug fit</li></ul><br><br><b>Fabric: </b>Shell and underbill: 4.3-oz 100% nylon with a DWR (durable water repellent) finish. Chin strap and headband: 1-mm neoprene<br><br><b>Weight: </b>(80 g 2.8 oz)<br><br>Made in China.",4,1,0.21544816199211708,-0.09904541831052995,-0.018059095607972458,-0.043124439981490584,-0.015892685905759592,0.12327239957545912,0.033623988130398776,0.07069368353436098,0.031179593806688374,0.016956572190217838
136,"Surf sneaker - The footwear of choice for chasing the beach blitz, poling canoes or in some cases, sprucing up for a wedding. The Surf Sneaker employs the same tried-and-true cupped midsole and tough outsole as the Marlwalker, but has a softer flex pattern for more give on boat decks and shore breaks. Light, comfortable and fast-drying, this style offers just the right amount of support and protection without weighing you down. Our high-filtration mesh uses 100% recycled polyester. Colors selected for optimal camouflage. Nonmarking sole and wide last.<br><br><b>Details:</b><ul> <li>""Tough, durable, quick-drying synthetic leather won't fade in the sun; Neoprene collar and high-filtration mesh keeps out sand and silt; and drains quickly""</li> <li>""Molded rubber cupsole, EVA midsole and padded gel insole with arch support; softer midsole flex pattern for stability on rocking boat decks or rugged shore breaks""</li> <li>Wide last accommodates Lightweight Capilene Socks or Insulator Socks with Gravel Guard</li> <li>Sturdy rubber toe-box and molded heel counter protects against impact and sharp coral</li> <li>Padded ankle support with open laces and one top speed-lace hook</li> <li>High-traction rubber sole is nonmarking and sheds mud</li> <li>Camouflage colors</li></ul><br><br><b>Fabric: </b>""Lightweight, high-filtration all-recycled polyester mesh with synthetic leather upper and neoprene/spandex in tongue and collar. Molded, full-length cupped rubber outsole with interior EVA midsole""<br><br><b>Weight: </b>(1027 g 35.6 oz)<br><br>Made in China.",9,1,0.13552139263879417,-0.058421288909502454,0.017967989395142697,-0.00168774954636474,-0.01301603855411358,0.05460125211634665,0.08593106219994068,0.08776192753576911,0.016043797204918914,0.026432750011496985
137,"Tech web belt - This one's for the big jobs: hoisting heavy work pants, resisting migration under a hipbelt and most importantly, keeping everything in place during animated air-guitar routines. The belt's aluminum buckle is lightweight and strong and cinches tight for a reliable hitch; it's also handy as a bottle opener at the end of a hot day. The 1 1/2"" nylon webbing endures abuse and dries quickly.<br><br><b>Details:</b><ul> <li>Quick-dry nylon webbing doubles as emergency lash strap</li> <li>Forged aluminum buckle is lightweight and strong; notched for prying the top off a cold one</li></ul><br><br><b>Fabric: </b>""1 1/2"""" nylon webbing""<br><br><b>Weight: </b>127 g (4.5 oz)<br><br>Made in Philippines.",-1,1,0.11826651792160281,-0.051751840618663045,-0.013382579134185868,0.015960450042201986,0.03207909901372497,0.11572944611066112,-0.0022824381771481433,0.09270184638405461,-0.08308009061428571,0.02317341111309013
138,"Text logo t-shirt - The Text Logo T-Shirt tells the classic story with one word. Printed on pure, 100% organic cotton with PVC- and phthalate-free inks, the shirt is ringspun for softness. Durable, taped shoulder seams minimize chafing. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(199 g 6.9 oz)<br><br>Made in USA.",5,2,0.3199133582520473,0.6102894318694569,-0.04761787689996318,-0.18325824062135498,0.008790284822506314,0.0698399976625754,-0.056680439407819264,-0.015063834230971325,0.007459498865262093,-0.0429291655261277
139,"The more you know t-shirt - Inspired by Thoreau's immortal words, Yvon Chouinard's mantra of ""the more you know the less you need"" is simply stated through the original artwork of Geoff McFetridge. The More You Know T-Shirt is printed on organic cotton (100%) using PVC- and phthalate-free inks. Durable, taped shoulder seams and ringspun fabric yarns are soft next-to-skin. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA.",5,2,0.3003694430127033,0.5804830898936446,-0.049890628644360904,-0.18072177492279917,0.020663231188040435,0.06873744507390953,-0.0463294634176527,-0.013626244406738684,-0.024974971798590942,-0.045760780998521274
140,"Three trees shirt - A summertime staple for airy crags and lofty topouts. The lightweight 100% organic cotton ripstop fabric adds durability for coarse climbs; it has a progressive-minded look with an ultrasoft feel. A shoulder yoke design keeps seams away from gear sling pressure points, and the drop-tail hem stays put under a harness. Three trees are embroidered on the backside of the left shoulder. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Soft, lightweight breathable organic cotton ripstop""</li> <li>Drop-in chest pockets</li> <li>Unique embroidery of trees on back left shoulder along yoke</li> <li>Drop-tail hem</li></ul><br><br><b>Fabric: </b>3.7-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>192 g (6.8 oz)<br><br>Made in Thailand.",-1,1,0.20383243447996705,0.10551231927752937,-0.07519037959467698,0.0846667526357739,0.0017539024713766767,-0.10851382156813184,0.01571125100287056,0.042931605081599974,0.0585846735990038,0.024012568528734554
141,"Torrentshell pants - They're lightweight, waterproof and breathable: Our new Torrentshell Pants keep you singing in the rain when the thunderstorms boom. The simple pull-on style has an elastic drawcorded waistband, articulated knees and three zippered pockets (two handwarmer, one back hip). The zippered lower legs have adjustable hook-and-loop cuffs, and the pants stuff into the back pocket (with carabiner clip-in loop).<br><br><b>Details:</b><ul> <li>2.5-layer fabric with waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish</li> <li>Elasticized self-fabric waistband with internal drawcord - pulls on for easy use</li> <li>""Pockets: secure zippered handwarmers, secure zippered back - all with DWR-treated zippers and storm flaps""</li> <li>Articulated knees</li> <li>""Adjustable, self-fabric hook-and-loop closure at ankle with flapped, DWR-treated zipper to the knee""</li> <li>Pants stow in back pocket</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.6-oz 50-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>(248 g 8.6 oz)<br><br>Made in China.",1,1,0.38636555621389296,-0.2623814085854182,-0.25740389102011046,-0.16573234914785656,0.10424506472345783,-0.07674220788153373,-0.1102176176417036,-0.259206841776703,-0.05492302320547169,-0.034830484724036076
